Date,Time,Type,Remark,Keyword,"Total Time (Seconds)","Speed Upload (KB)","Speed Download (KB)","Size Upload (KB)","Size Download (KB)"
05-08-2017,16:30:43,TrackerStart
05-08-2017,16:30:45,Request,https://clinicaltrials.gov/ct2/results?term=certolizumab&Search=&displayxml=true&pg=1,certolizumab,0.093,0,2892,0.00,0.26
05-08-2017,16:30:45,KeywordSearchEnd,certolizumab,certolizumab
05-08-2017,16:30:45,KeywordSearchStart,"certolizumab pegol","certolizumab pegol"
05-08-2017,16:30:45,Request,https://clinicaltrials.gov/ct2/results?term=certolizumab+pegol&Search=&displayxml=true&pg=1,"certolizumab pegol",0.125,0,2152,0.00,0.26
05-08-2017,16:30:45,KeywordSearchEnd,"certolizumab pegol","certolizumab pegol"
05-08-2017,16:30:45,KeywordSearchStart,CF-101,CF-101
05-08-2017,16:30:45,Request,https://clinicaltrials.gov/ct2/results?term=CF-101&Search=&displayxml=true&pg=1,CF-101,0.11,0,2445,0.00,0.26
05-08-2017,16:30:45,KeywordSearchEnd,CF-101,CF-101
05-08-2017,16:30:45,KeywordSearchStart,CF101,CF101
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=CF101&Search=&displayxml=true&pg=1,CF101,0.109,0,2467,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,CF101,CF101
05-08-2017,16:30:46,KeywordSearchStart,clazakizumab,clazakizumab
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=clazakizumab&Search=&displayxml=true&pg=1,clazakizumab,0.11,0,2445,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,clazakizumab,clazakizumab
05-08-2017,16:30:46,KeywordSearchStart,Cx-601,Cx-601
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=Cx-601&Search=&displayxml=true&pg=1,Cx-601,0.093,0,2892,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,Cx-601,Cx-601
05-08-2017,16:30:46,KeywordSearchStart,Cx601,Cx601
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=Cx601&Search=&displayxml=true&pg=1,Cx601,0.109,0,2467,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,Cx601,Cx601
05-08-2017,16:30:46,KeywordSearchStart,Etanercept,Etanercept
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=Etanercept&Search=&displayxml=true&pg=1,Etanercept,0.11,0,2445,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,Etanercept,Etanercept
05-08-2017,16:30:46,KeywordSearchStart,etrolizumab,etrolizumab
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=etrolizumab&Search=&displayxml=true&pg=1,etrolizumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,etrolizumab,etrolizumab
05-08-2017,16:30:46,KeywordSearchStart,Filgotinib,Filgotinib
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=Filgotinib&Search=&displayxml=true&pg=1,Filgotinib,0.094,0,2861,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,Filgotinib,Filgotinib
05-08-2017,16:30:46,KeywordSearchStart,GED-0301,GED-0301
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=GED-0301&Search=&displayxml=true&pg=1,GED-0301,0.094,0,2861,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,GED-0301,GED-0301
05-08-2017,16:30:46,KeywordSearchStart,GED0301,GED0301
05-08-2017,16:30:46,Request,https://clinicaltrials.gov/ct2/results?term=GED0301&Search=&displayxml=true&pg=1,GED0301,0.094,0,2861,0.00,0.26
05-08-2017,16:30:46,KeywordSearchEnd,GED0301,GED0301
05-08-2017,16:30:46,KeywordSearchStart,GLPG-0634,GLPG-0634
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=GLPG-0634&Search=&displayxml=true&pg=1,GLPG-0634,0.11,0,2445,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,GLPG-0634,GLPG-0634
05-08-2017,16:30:47,KeywordSearchStart,GLPG0634,GLPG0634
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=GLPG0634&Search=&displayxml=true&pg=1,GLPG0634,0.109,0,2467,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,GLPG0634,GLPG0634
05-08-2017,16:30:47,KeywordSearchStart,GS-5745,GS-5745
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=GS-5745&Search=&displayxml=true&pg=1,GS-5745,0.109,0,2467,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,GS-5745,GS-5745
05-08-2017,16:30:47,KeywordSearchStart,GS5745,GS5745
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=GS5745&Search=&displayxml=true&pg=1,GS5745,0.11,0,2445,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,GS5745,GS5745
05-08-2017,16:30:47,KeywordSearchStart,GSK-3196165,GSK-3196165
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=GSK-3196165&Search=&displayxml=true&pg=1,GSK-3196165,0.109,0,2467,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,GSK-3196165,GSK-3196165
05-08-2017,16:30:47,KeywordSearchStart,GSK3196165,GSK3196165
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=GSK3196165&Search=&displayxml=true&pg=1,GSK3196165,0.109,0,2467,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,GSK3196165,GSK3196165
05-08-2017,16:30:47,KeywordSearchStart,Ixekizumab,Ixekizumab
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=Ixekizumab&Search=&displayxml=true&pg=1,Ixekizumab,0.094,0,2861,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,Ixekizumab,Ixekizumab
05-08-2017,16:30:47,KeywordSearchStart,LY-2439821,LY-2439821
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=LY-2439821&Search=&displayxml=true&pg=1,LY-2439821,0.094,0,2861,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,LY-2439821,LY-2439821
05-08-2017,16:30:47,KeywordSearchStart,LY2439821,LY2439821
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=LY2439821&Search=&displayxml=true&pg=1,LY2439821,0.109,0,2467,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,LY2439821,LY2439821
05-08-2017,16:30:47,KeywordSearchStart,LY-3009104,LY-3009104
05-08-2017,16:30:47,Request,https://clinicaltrials.gov/ct2/results?term=LY-3009104&Search=&displayxml=true&pg=1,LY-3009104,0.109,0,2467,0.00,0.26
05-08-2017,16:30:47,KeywordSearchEnd,LY-3009104,LY-3009104
05-08-2017,16:30:47,KeywordSearchStart,LY3009104,LY3009104
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=LY3009104&Search=&displayxml=true&pg=1,LY3009104,0.11,0,2445,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,LY3009104,LY3009104
05-08-2017,16:30:48,KeywordSearchStart,MK-3222,MK-3222
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=MK-3222&Search=&displayxml=true&pg=1,MK-3222,0.109,0,2467,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,MK-3222,MK-3222
05-08-2017,16:30:48,KeywordSearchStart,MK322,MK322
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=MK322&Search=&displayxml=true&pg=1,MK322,0.109,0,2467,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,MK322,MK322
05-08-2017,16:30:48,KeywordSearchStart,MOR-103,MOR-103
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=MOR-103&Search=&displayxml=true&pg=1,MOR-103,0.11,0,2445,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,MOR-103,MOR-103
05-08-2017,16:30:48,KeywordSearchStart,MOR103,MOR103
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=MOR103&Search=&displayxml=true&pg=1,MOR103,0.109,0,2467,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,MOR103,MOR103
05-08-2017,16:30:48,KeywordSearchStart,MT-1303,MT-1303
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=MT-1303&Search=&displayxml=true&pg=1,MT-1303,0.11,0,2445,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,MT-1303,MT-1303
05-08-2017,16:30:48,KeywordSearchStart,MT1303,MT1303
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=MT1303&Search=&displayxml=true&pg=1,MT1303,0.109,0,2467,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,MT1303,MT1303
05-08-2017,16:30:48,KeywordSearchStart,ozanimod,ozanimod
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=ozanimod&Search=&displayxml=true&pg=1,ozanimod,0.109,0,2467,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,ozanimod,ozanimod
05-08-2017,16:30:48,KeywordSearchStart,prochymal,prochymal
05-08-2017,16:30:48,Request,https://clinicaltrials.gov/ct2/results?term=prochymal&Search=&displayxml=true&pg=1,prochymal,0.11,0,2445,0.00,0.26
05-08-2017,16:30:48,KeywordSearchEnd,prochymal,prochymal
05-08-2017,16:30:48,KeywordSearchStart,REGN-88,REGN-88
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=REGN-88&Search=&displayxml=true&pg=1,REGN-88,0.109,0,2467,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,REGN-88,REGN-88
05-08-2017,16:30:49,KeywordSearchStart,REGN88,REGN88
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=REGN88&Search=&displayxml=true&pg=1,REGN88,0.093,0,2892,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,REGN88,REGN88
05-08-2017,16:30:49,KeywordSearchStart,RG-7473,RG-7473
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=RG-7473&Search=&displayxml=true&pg=1,RG-7473,0.11,0,2445,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,RG-7473,RG-7473
05-08-2017,16:30:49,KeywordSearchStart,RG7473,RG7473
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=RG7473&Search=&displayxml=true&pg=1,RG7473,0.109,0,2467,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,RG7473,RG7473
05-08-2017,16:30:49,KeywordSearchStart,RHB-104,RHB-104
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=RHB-104&Search=&displayxml=true&pg=1,RHB-104,0.11,0,2445,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,RHB-104,RHB-104
05-08-2017,16:30:49,KeywordSearchStart,RHB104,RHB104
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=RHB104&Search=&displayxml=true&pg=1,RHB104,0.109,0,2467,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,RHB104,RHB104
05-08-2017,16:30:49,KeywordSearchStart,RPC-1063,RPC-1063
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=RPC-1063&Search=&displayxml=true&pg=1,RPC-1063,0.109,0,2467,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,RPC-1063,RPC-1063
05-08-2017,16:30:49,KeywordSearchStart,RPC1063,RPC1063
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=RPC1063&Search=&displayxml=true&pg=1,RPC1063,0.11,0,2445,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,RPC1063,RPC1063
05-08-2017,16:30:49,KeywordSearchStart,Sarilumab,Sarilumab
05-08-2017,16:30:49,Request,https://clinicaltrials.gov/ct2/results?term=Sarilumab&Search=&displayxml=true&pg=1,Sarilumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:49,KeywordSearchEnd,Sarilumab,Sarilumab
05-08-2017,16:30:49,KeywordSearchStart,Secukinumab,Secukinumab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=Secukinumab&Search=&displayxml=true&pg=1,Secukinumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,Secukinumab,Secukinumab
05-08-2017,16:30:50,KeywordSearchStart,Tildrakizumab,Tildrakizumab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=Tildrakizumab&Search=&displayxml=true&pg=1,Tildrakizumab,0.11,0,2445,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,Tildrakizumab,Tildrakizumab
05-08-2017,16:30:50,KeywordSearchStart,Tocilizumab,Tocilizumab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=Tocilizumab&Search=&displayxml=true&pg=1,Tocilizumab,0.094,0,2861,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,Tocilizumab,Tocilizumab
05-08-2017,16:30:50,KeywordSearchStart,tofacitinib,tofacitinib
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=tofacitinib&Search=&displayxml=true&pg=1,tofacitinib,0.094,0,2861,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,tofacitinib,tofacitinib
05-08-2017,16:30:50,KeywordSearchStart,Vedolizumab,Vedolizumab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=Vedolizumab&Search=&displayxml=true&pg=1,Vedolizumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,Vedolizumab,Vedolizumab
05-08-2017,16:30:50,KeywordSearchStart,Infliximab,Infliximab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=Infliximab&Search=&displayxml=true&pg=1,Infliximab,0.11,0,2445,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,Infliximab,Infliximab
05-08-2017,16:30:50,KeywordSearchStart,ustekinumab,ustekinumab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=ustekinumab&Search=&displayxml=true&pg=1,ustekinumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,ustekinumab,ustekinumab
05-08-2017,16:30:50,KeywordSearchStart,Golimumab,Golimumab
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=Golimumab&Search=&displayxml=true&pg=1,Golimumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,Golimumab,Golimumab
05-08-2017,16:30:50,KeywordSearchStart,BI655066,BI655066
05-08-2017,16:30:50,Request,https://clinicaltrials.gov/ct2/results?term=BI655066&Search=&displayxml=true&pg=1,BI655066,0.11,0,2445,0.00,0.26
05-08-2017,16:30:50,KeywordSearchEnd,BI655066,BI655066
05-08-2017,16:30:50,KeywordSearchStart,BI-655066,BI-655066
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=BI-655066&Search=&displayxml=true&pg=1,BI-655066,0.094,0,2861,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,BI-655066,BI-655066
05-08-2017,16:30:51,KeywordSearchStart,guselkumab,guselkumab
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=guselkumab&Search=&displayxml=true&pg=1,guselkumab,0.11,0,2445,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,guselkumab,guselkumab
05-08-2017,16:30:51,KeywordSearchStart,Risankizumab,Risankizumab
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=Risankizumab&Search=&displayxml=true&pg=1,Risankizumab,0.109,0,2467,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,Risankizumab,Risankizumab
05-08-2017,16:30:51,KeywordSearchStart,"Upadacitinib tartrate","Upadacitinib tartrate"
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=Upadacitinib+tartrate&Search=&displayxml=true&pg=1,"Upadacitinib tartrate",0.109,0,2467,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,"Upadacitinib tartrate","Upadacitinib tartrate"
05-08-2017,16:30:51,KeywordSearchStart,SUNPG1622,SUNPG1622
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=SUNPG1622&Search=&displayxml=true&pg=1,SUNPG1622,0.094,0,2861,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,SUNPG1622,SUNPG1622
05-08-2017,16:30:51,KeywordSearchStart,SUNPG1623,SUNPG1623
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=SUNPG1623&Search=&displayxml=true&pg=1,SUNPG1623,0.093,0,2892,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,SUNPG1623,SUNPG1623
05-08-2017,16:30:51,KeywordSearchStart,"ABP 798","ABP 798"
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=ABP+798&Search=&displayxml=true&pg=1,"ABP 798",0.11,0,2445,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,"ABP 798","ABP 798"
05-08-2017,16:30:51,KeywordSearchStart,ABP215,ABP215
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=ABP215&Search=&displayxml=true&pg=1,ABP215,0.109,0,2467,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,ABP215,ABP215
05-08-2017,16:30:51,KeywordSearchStart,ABP-215,ABP-215
05-08-2017,16:30:51,Request,https://clinicaltrials.gov/ct2/results?term=ABP-215&Search=&displayxml=true&pg=1,ABP-215,0.11,0,2445,0.00,0.26
05-08-2017,16:30:51,KeywordSearchEnd,ABP-215,ABP-215
05-08-2017,16:30:51,KeywordSearchStart,ABP798,ABP798
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=ABP798&Search=&displayxml=true&pg=1,ABP798,0.109,0,2467,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,ABP798,ABP798
05-08-2017,16:30:52,KeywordSearchStart,ABP980,ABP980
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=ABP980&Search=&displayxml=true&pg=1,ABP980,0.093,0,2892,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,ABP980,ABP980
05-08-2017,16:30:52,KeywordSearchStart,ABP-980,ABP-980
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=ABP-980&Search=&displayxml=true&pg=1,ABP-980,0.094,0,2861,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,ABP-980,ABP-980
05-08-2017,16:30:52,KeywordSearchStart,Amgen,Amgen
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=Amgen&Search=&displayxml=true&pg=1,Amgen,0.094,0,2861,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,Amgen,Amgen
05-08-2017,16:30:52,KeywordSearchStart,Apotex,Apotex
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=Apotex&Search=&displayxml=true&pg=1,Apotex,0.109,0,2467,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,Apotex,Apotex
05-08-2017,16:30:52,KeywordSearchStart,Archigen,Archigen
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=Archigen&Search=&displayxml=true&pg=1,Archigen,0.109,0,2467,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,Archigen,Archigen
05-08-2017,16:30:52,KeywordSearchStart,BAT1706,BAT1706
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=BAT1706&Search=&displayxml=true&pg=1,BAT1706,0.11,0,2445,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,BAT1706,BAT1706
05-08-2017,16:30:52,KeywordSearchStart,BCD-020,BCD-020
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=BCD-020&Search=&displayxml=true&pg=1,BCD-020,0.109,0,2467,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,BCD-020,BCD-020
05-08-2017,16:30:52,KeywordSearchStart,BCD-021,BCD-021
05-08-2017,16:30:52,Request,https://clinicaltrials.gov/ct2/results?term=BCD-021&Search=&displayxml=true&pg=1,BCD-021,0.11,0,2445,0.00,0.26
05-08-2017,16:30:52,KeywordSearchEnd,BCD-021,BCD-021
